Name,Record,Fighter URL,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,N_Name,id,weight_class
Kyle Bochniak,8-5-0,http://www.ufcstats.com/fighter-details/c5af5750e8bae4f0,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0,"Bochniak, Kyle",sr:competitor:281363,featherweight(136-145)
Gabriel Benitez,23-13-0,http://www.ufcstats.com/fighter-details/436f970c9ea9169c,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",5.26,41%,4.49,63%,0.22,50%,55%,0.9,"Benitez, Gabriel",sr:competitor:285669,lightweight(146-155)
Devin Clark,14-9-0,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.03,54%,3.24,44%,2.17,32%,58%,0.1,"Clark, Devin",sr:competitor:269753,light_heavyweight(186-205)
Cole Williams,11-3-0,http://www.ufcstats.com/fighter-details/f9a20a17d712ef7c,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",0.31,27%,5.34,23%,0.0,0%,25%,0.0,"Williams, Cole",sr:competitor:614698,welterweight(156-170)
Jhonata Diniz,8-1-0,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618,"6' 4""",254 lbs.,"79""",Orthodox,"Jun 23, 1991",3.36,53%,2.96,49%,0.0,0%,69%,0.0,"Diniz, Jhonata",sr:competitor:1015851,heavyweight(206-265)
Austin Vanderford,13-2-0,http://www.ufcstats.com/fighter-details/32c3ee378671a5d9,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",4.08,63%,2.66,51%,1.77,25%,100%,1.8,"Vanderford, Austin",sr:competitor:462115,catchweight
Jason Gonzalez,11-5-0,http://www.ufcstats.com/fighter-details/e45cfa47f504033a,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0.0,0%,30%,1.0,"Gonzalez, Jason",sr:competitor:284461,lightweight(146-155)
Randy Brown,20-6-0,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",4.47,47%,3.26,54%,0.79,39%,73%,0.6,"Brown, Randy",sr:competitor:542015,welterweight(156-170)
Israel Adesanya,24-5-0,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",4.02,48%,3.2,55%,0.05,11%,76%,0.1,"Adesanya, Israel",sr:competitor:410485,middleweight(171-185)
Uriah Hall,18-11-0,http://www.ufcstats.com/fighter-details/65578a75fa7900e3,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.23,48%,3.85,54%,0.54,38%,64%,0.1,"Hall, Uriah",sr:competitor:257353,middleweight(171-185)
Phil Rowe,10-5-0,http://www.ufcstats.com/fighter-details/8e382b585a92affe,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990",3.65,49%,4.34,55%,0.7,36%,56%,0.3,"Rowe, Phil",sr:competitor:617056,welterweight(156-170)
Marina Rodriguez,17-6-2,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",4.51,46%,3.01,55%,0.27,50%,61%,0.3,"Rodriguez, Marina",sr:competitor:501750,strawweight(106-115)
Chas Skelly,19-3-0 (1 NC),http://www.ufcstats.com/fighter-details/4bd6b4800070b069,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.01,40%,3.21,49%,1.74,34%,39%,2.3,"Skelly, Chas",sr:competitor:246041,featherweight(136-145)
Don Madge,9-3-1,http://www.ufcstats.com/fighter-details/68c7ad953455c73f,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",2.08,52%,0.74,67%,2.22,25%,80%,0.7,"Madge, Don",sr:competitor:509950,lightweight(146-155)
Casey O'Neill,10-2-0,http://www.ufcstats.com/fighter-details/04835018f90b118c,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",7.89,52%,5.65,57%,1.45,34%,70%,0.7,"O'Neill, Casey",sr:competitor:775996,flyweight(116-125)
Nazim Sadykhov,10-1-1,http://www.ufcstats.com/fighter-details/ff62013d2fce6d13,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",4.7,46%,5.66,47%,1.54,62%,75%,0.3,"Sadykhov, Nazim",sr:competitor:909509,lightweight(146-155)
Brendan Allen,24-7-0,http://www.ufcstats.com/fighter-details/2f181c0467965b98,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.55,53%,3.67,45%,1.53,38%,56%,1.3,"Allen, Brendan",sr:competitor:599908,middleweight(171-185)
Danyelle Wolf,1-1-0,http://www.ufcstats.com/fighter-details/a7e3f02fe2b2fe30,"5' 11""",145 lbs.,"70""",Orthodox,"Sep 08, 1983",2.37,25%,4.57,47%,0.0,0%,77%,0.5,"Wolf, Danyelle",sr:competitor:742875,featherweight(136-145)
Desmond Torres,7-2-0,http://www.ufcstats.com/fighter-details/971aebf56267de20,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",4.8,64%,11.78,48%,0.0,0%,100%,0.0,"Torres, Desmond",sr:competitor:622380,bantamweight(126-135)
Ilia Topuria,16-0-0,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",4.69,47%,3.84,64%,2.02,61%,92%,1.1,"Topuria, Ilia",sr:competitor:750503,lightweight(146-155)
Ashley Yoder,8-9-0,http://www.ufcstats.com/fighter-details/b4c6c904a9ffc5e8,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",3.42,39%,4.13,47%,1.09,27%,66%,0.6,"Yoder, Ashley",sr:competitor:304966,strawweight(106-115)
Khabib Nurmagomedov,29-0-0,http://www.ufcstats.com/fighter-details/032cc3922d871c7f,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48%,1.75,65%,5.32,48%,84%,0.8,"Nurmagomedov, Khabib",sr:competitor:250879,lightweight(146-155)
Alexander Poppeck,9-3-0,http://www.ufcstats.com/fighter-details/56bf3ed155bd0fcd,"6' 2""",205 lbs.,--,Orthodox,"Apr 06, 1992",4.01,57%,9.81,33%,0.0,0%,0%,0.0,"Poppeck, Alexander",sr:competitor:288701,heavyweight(206-265)
Gerald Meerschaert,37-19-0,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",3.05,45%,3.43,53%,1.86,31%,42%,1.4,"Meerschaert, Gerald",sr:competitor:304978,middleweight(171-185)
Jerome Rivera,10-6-0,http://www.ufcstats.com/fighter-details/c9587d81e1d33925,"5' 10""",125 lbs.,"72""",Southpaw,"Apr 22, 1995",3.21,33%,2.6,51%,0.0,0%,40%,0.0,"Rivera, Jerome",sr:competitor:733445,flyweight(116-125)
Carlos Felipe,11-2-0,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.6,50%,0.0,0%,72%,0.0,"Felipe, Carlos",sr:competitor:510954,heavyweight(206-265)
Jason Witt,19-9-0,http://www.ufcstats.com/fighter-details/5f3805dda9661cba,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",2.15,44%,2.54,52%,6.9,48%,100%,0.9,"Witt, Jason",sr:competitor:319149,welterweight(156-170)
Felicia Spencer,9-3-0,http://www.ufcstats.com/fighter-details/39d91e95949de3d9,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.21,48%,4.54,45%,1.18,18%,27%,0.2,"Spencer, Felicia",sr:competitor:324151,featherweight(136-145)
Craig White,14-9-0,http://www.ufcstats.com/fighter-details/3dd949593346dbc3,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990",1.23,40%,3.28,39%,0.0,0%,50%,0.8,"White, Craig",sr:competitor:441616,welterweight(156-170)
Wilson Reis,23-10-0,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985",1.83,29%,3.04,55%,5.15,42%,47%,0.6,"Reis, Wilson",sr:competitor:542133,flyweight(116-125)
Don Shainis,12-5-0,http://www.ufcstats.com/fighter-details/da4628f173337902,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 16, 1990",3.42,50%,5.87,31%,0.97,25%,20%,1.9,"Shainis, Don",sr:competitor:943815,featherweight(136-145)
Nasrat Haqparast,18-5-0,http://www.ufcstats.com/fighter-details/b7b84ccd221be298,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",6.4,45%,6.01,63%,0.35,20%,84%,0.0,"Haqparast, Nasrat",sr:competitor:542069,lightweight(146-155)
Jean Silva,16-2-0,http://www.ufcstats.com/fighter-details/52ef95b5860fb28c,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",4.87,52%,4.13,56%,0.6,50%,86%,0.9,"Silva, Jean",sr:competitor:1026715,featherweight(136-145)
Askar Mozharov,19-13-0,http://www.ufcstats.com/fighter-details/e92901944ce91909,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994",0.43,18%,4.07,13%,0.0,0%,33%,0.0,"Mozharov, Askar",sr:competitor:791334,light_heavyweight(186-205)
Michal Martinek,7-1-0,http://www.ufcstats.com/fighter-details/9acf42aebe9bb895,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",2.45,53%,4.29,51%,0.0,0%,0%,0.0,"Martinek, Michal",sr:competitor:608638,heavyweight(206-265)
Damir Hadzovic,14-8-0,http://www.ufcstats.com/fighter-details/38c626ca912c7bac,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",3.34,47%,3.74,59%,0.91,54%,34%,0.1,"Hadzovic, Damir",sr:competitor:542067,lightweight(146-155)
Tanner Boser,21-10-1,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",4.7,52%,2.75,58%,0.0,0%,63%,0.0,"Boser, Tanner",sr:competitor:561038,heavyweight(206-265)
Alex Chambers,5-5-0,http://www.ufcstats.com/fighter-details/26b63bc5c0c1f65d,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",2.97,54%,5.1,50%,2.31,41%,53%,1.0,"Chambers, Alex",sr:competitor:393042,strawweight(106-115)
Mackenzie Dern,15-5-0,http://www.ufcstats.com/fighter-details/7447e9f28508106a,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",3.31,40%,3.9,52%,0.89,17%,25%,1.2,"Dern, Mackenzie",sr:competitor:399233,strawweight(106-115)
Miguel Baeza,10-4-0,http://www.ufcstats.com/fighter-details/82d4c957649faf9b,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2.0,"Baeza, Miguel",sr:competitor:598868,welterweight(156-170)
Maria Oliveira,13-7-0,http://www.ufcstats.com/fighter-details/37d752ec41ed84bb,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",5.03,38%,5.76,44%,0.95,44%,47%,0.0,"Oliveira, Maria",sr:competitor:384894,strawweight(106-115)
Juliana Miller,5-3-0,http://www.ufcstats.com/fighter-details/aa0c573da7119292,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",2.73,44%,3.78,36%,2.2,38%,44%,1.3,"Miller, Juliana",sr:competitor:922375,flyweight(116-125)
Ronnie Lawrence,8-2-0 (1 NC),http://www.ufcstats.com/fighter-details/e7e01e266a9d4342,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",2.78,56%,1.75,52%,6.75,77%,45%,0.2,"Lawrence, Ronnie",sr:competitor:293764,bantamweight(126-135)
Donald Cerrone,36-17-0 (2 NC),http://www.ufcstats.com/fighter-details/1d00756835ca67c9,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.41,46%,4.48,53%,1.16,33%,73%,1.2,"Cerrone, Donald",sr:competitor:237626,lightweight(146-155)
Sarah Frota,9-2-0,http://www.ufcstats.com/fighter-details/1641ef250e9de19b,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",4.52,52%,2.57,55%,0.0,0%,53%,0.0,"Frota, Sarah",sr:competitor:528403,flyweight(116-125)
Davey Grant,16-7-0,http://www.ufcstats.com/fighter-details/113df4fde64735c6,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",5.25,44%,3.89,55%,1.14,40%,61%,0.2,"Grant, Davey",sr:competitor:245463,bantamweight(126-135)
Michael Chiesa,20-7-0,http://www.ufcstats.com/fighter-details/c58f51dedb310998,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",1.81,39%,1.66,54%,3.3,48%,61%,1.1,"Chiesa, Michael",sr:competitor:237628,welterweight(156-170)
Cody Gibson,22-11-0,http://www.ufcstats.com/fighter-details/700a674c042b7a96,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",3.61,45%,3.18,57%,2.13,37%,69%,0.6,"Gibson, Cody",sr:competitor:1046311,bantamweight(126-135)
Ange Loosa,10-4-0 (1 NC),http://www.ufcstats.com/fighter-details/1497e735d9f2560a,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",5.6,44%,6.68,53%,2.41,38%,83%,0.2,"Loosa, Ange",sr:competitor:830048,welterweight(156-170)
Marnic Mann,6-3-0,http://www.ufcstats.com/fighter-details/b6203e0492a9336c,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993",1.47,41%,5.08,31%,1.9,33%,25%,0.4,"Mann, Marnic",sr:competitor:938361,strawweight(106-115)
Cameron Saaiman,9-3-0,http://www.ufcstats.com/fighter-details/3c8a5200436e19f3,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",5.3,46%,4.14,51%,0.89,28%,47%,0.7,"Saaiman, Cameron",sr:competitor:658417,bantamweight(126-135)
Kiefer Crosbie,10-5-0,http://www.ufcstats.com/fighter-details/4729c93ba705a3bf,"5' 11""",170 lbs.,"70""",Switch,"Apr 05, 1990",6.27,64%,4.97,54%,0.0,0%,0%,0.0,"Crosbie, Kiefer",sr:competitor:341696,welterweight(156-170)
Blagoy Ivanov,19-6-0 (1 NC),http://www.ufcstats.com/fighter-details/1788eee370f077b7,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",3.25,40%,4.2,53%,0.69,40%,61%,0.1,"Ivanov, Blagoy",sr:competitor:542079,heavyweight(206-265)
Jesse Strader,5-3-0,http://www.ufcstats.com/fighter-details/8c39367b53eadf8a,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991",5.03,51%,5.28,47%,3.87,57%,100%,0.0,"Strader, Jesse",sr:competitor:616258,bantamweight(126-135)
Justin Tafa,7-5-0 (1 NC),http://www.ufcstats.com/fighter-details/e13abac8089a801a,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.05,54%,5.11,47%,0.0,0%,53%,0.0,"Tafa, Justin",sr:competitor:618460,heavyweight(206-265)
Melissa Martinez,8-1-0,http://www.ufcstats.com/fighter-details/3f4c3bc822bea45d,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997",3.9,52%,4.33,55%,0.5,50%,25%,0.0,"Martinez, Melissa",sr:competitor:920059,strawweight(106-115)
Dalcha Lungiambula,11-6-0,http://www.ufcstats.com/fighter-details/ce632027bf2a871b,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",3.07,45%,3.93,52%,2.14,45%,77%,0.0,"Lungiambula, Dalcha",sr:competitor:587335,light_heavyweight(186-205)
Daniel Teymur,7-4-0,http://www.ufcstats.com/fighter-details/fbf0537e420e698e,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3,"Teymur, Daniel",sr:competitor:355568,featherweight(136-145)
Glover Teixeira,33-9-0,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9,"Teixeira, Glover",sr:competitor:250881,light_heavyweight(186-205)
Ray Borg,13-5-0,http://www.ufcstats.com/fighter-details/a4de54ea806fb525,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0,"Borg, Ray",sr:competitor:278271,bantamweight(126-135)
Tyson Nam,21-14-1,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.87,33%,4.97,65%,0.0,0%,87%,0.0,"Nam, Tyson",sr:competitor:632564,bantamweight(126-135)
Kenneth Bergh,8-0-0 (1 NC),http://www.ufcstats.com/fighter-details/aa8189053b3a8994,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.0,0%,0%,0.0,"Bergh, Kenneth",sr:competitor:599874,light_heavyweight(186-205)
Sergio Moraes,14-6-1,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2.42,42%,3.73,59%,1.2,38%,75%,0.4,"Moraes, Sergio",sr:competitor:257371,welterweight(156-170)
Raoni Barcelos,19-5-0,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",5.11,53%,4.64,60%,2.46,37%,82%,0.7,"Barcelos, Raoni",sr:competitor:456577,bantamweight(126-135)
Casey Kenney,16-4-1,http://www.ufcstats.com/fighter-details/e7bba7ce4d6c7b07,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4,"Kenney, Casey",sr:competitor:510956,bantamweight(126-135)
Jean Matsumoto,16-1-0,http://www.ufcstats.com/fighter-details/ffd3224638c01b57,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",5.18,41%,5.4,45%,2.73,47%,57%,0.3,"Matsumoto, Jean",sr:competitor:1051219,bantamweight(126-135)
Karine Silva,18-5-0,http://www.ufcstats.com/fighter-details/9d62c2d8ee151f08,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993",3.04,38%,3.14,47%,2.79,50%,0%,1.9,"Silva, Karine",sr:competitor:847512,flyweight(116-125)
Trey Ogden,18-7-0 (1 NC),http://www.ufcstats.com/fighter-details/cfc3e7bb44685289,"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",3.2,50%,3.49,55%,1.89,32%,100%,0.7,"Ogden, Trey",sr:competitor:890389,lightweight(146-155)
Brandon Royval,17-7-0,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",4.46,39%,3.06,47%,0.75,75%,45%,1.2,"Royval, Brandon",sr:competitor:715231,flyweight(116-125)
Ikram Aliskerov,16-2-0,http://www.ufcstats.com/fighter-details/b07aed698fba8624,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",7.76,62%,5.78,41%,1.14,33%,100%,1.1,"Aliskerov, Ikram",sr:competitor:938353,middleweight(171-185)
Austen Lane,13-6-0 (1 NC),http://www.ufcstats.com/fighter-details/be9bdec19b7e9ffe,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987",2.98,50%,2.41,40%,1.7,28%,50%,0.0,"Lane, Austen",sr:competitor:449111,heavyweight(206-265)
Jeremiah Wells,12-4-1,http://www.ufcstats.com/fighter-details/d66a46de8d705353,"5' 9""",170 lbs.,"74""",Switch,"Oct 30, 1986",2.41,43%,1.31,48%,3.08,44%,80%,0.8,"Wells, Jeremiah",sr:competitor:808286,welterweight(156-170)
Quang Le,9-2-0,http://www.ufcstats.com/fighter-details/32feae6d9a1e5047,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 18, 1991",2.7,37%,4.53,47%,3.15,35%,100%,0.5,"Le, Quang",sr:competitor:1172755,bantamweight(126-135)
Zak Cummings,25-7-0,http://www.ufcstats.com/fighter-details/4ba8d454f762005d,"6' 0""",205 lbs.,"75""",Southpaw,"Aug 02, 1984",2.96,35%,2.91,55%,0.62,28%,66%,0.6,"Cummings, Zak",sr:competitor:250159,middleweight(171-185)
Lauren Murphy,16-6-0,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",4.05,39%,5.25,55%,1.03,25%,69%,0.1,"Murphy, Lauren",sr:competitor:244066,flyweight(116-125)
Chase Hooper,16-3-1,http://www.ufcstats.com/fighter-details/971246648e162f0d,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999",4.53,51%,2.96,38%,2.59,34%,55%,2.2,"Hooper, Chase",sr:competitor:463619,featherweight(136-145)
Muslim Salikhov,21-5-0,http://www.ufcstats.com/fighter-details/447f9858ae78f921,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.38,49%,2.9,62%,1.08,32%,72%,0.0,"Salikhov, Muslim",sr:competitor:394982,welterweight(156-170)
Timur Valiev,18-3-0 (1 NC),http://www.ufcstats.com/fighter-details/45e738622ea2c02c,"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990",5.19,53%,3.33,45%,1.73,40%,55%,0.3,"Valiev, Timur",sr:competitor:244809,bantamweight(126-135)
Liz Carmouche,13-7-0,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",2.78,54%,2.51,61%,2.57,51%,65%,0.3,"Carmouche, Liz",sr:competitor:399181,flyweight(116-125)
Nathaniel Wood,21-6-0,http://www.ufcstats.com/fighter-details/329e403448756217,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",5.66,51%,3.89,56%,1.41,48%,72%,0.6,"Wood, Nathaniel",sr:competitor:542167,bantamweight(126-135)
Arnold Allen,20-3-0,http://www.ufcstats.com/fighter-details/040a74bb0a465c54,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",3.45,41%,2.88,61%,0.93,47%,75%,0.3,"Allen, Arnold",sr:competitor:245447,featherweight(136-145)
Takashi Sato,16-7-0,http://www.ufcstats.com/fighter-details/8abac218746e04ca,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,41%,3.73,44%,0.76,37%,60%,0.0,"Sato, Takashi",sr:competitor:564642,welterweight(156-170)
Jasmine Jasudavicius,14-3-0,http://www.ufcstats.com/fighter-details/a9e260472d321361,"5' 7""",125 lbs.,"68""",Orthodox,"Mar 01, 1989",3.71,45%,3.63,51%,2.61,44%,75%,0.6,"Jasudavicius, Jasmine",sr:competitor:820046,flyweight(116-125)
Nate Landwehr,18-6-0,http://www.ufcstats.com/fighter-details/583ee11abddfc581,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",5.59,46%,5.77,52%,0.85,41%,74%,0.8,"Landwehr, Nate",sr:competitor:598020,featherweight(136-145)
Modestas Bukauskas,18-6-0,http://www.ufcstats.com/fighter-details/476fe566d2df676e,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.26,42%,4.07,51%,0.31,66%,77%,0.2,"Bukauskas, Modestas",sr:competitor:594902,light_heavyweight(186-205)
Saimon Oliveira,18-6-0,http://www.ufcstats.com/fighter-details/72ea1984c52019b5,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.67,40%,4.13,46%,1.07,25%,38%,1.4,"Oliveira, Saimon",sr:competitor:826238,bantamweight(126-135)
Gaetano Pirrello,15-7-1,http://www.ufcstats.com/fighter-details/8765559b6a29a421,"5' 7""",135 lbs.,"65""",Orthodox,"Apr 29, 1992",0.99,55%,2.44,42%,0.0,0%,30%,0.0,"Pirrello, Gaetano",sr:competitor:768152,bantamweight(126-135)
Nate Maness,16-3-0,http://www.ufcstats.com/fighter-details/6e9f40c706f91f32,"5' 10""",125 lbs.,"72""",Orthodox,"Jun 27, 1991",3.14,50%,3.88,42%,0.68,75%,80%,0.7,"Maness, Nate",sr:competitor:829222,bantamweight(126-135)
Jailton Almeida,22-3-0,http://www.ufcstats.com/fighter-details/41e83a89929d1327,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991",2.62,65%,0.89,41%,6.58,60%,60%,2.4,"Almeida, Jailton",sr:competitor:820044,light_heavyweight(186-205)
Jared Gooden,23-10-0,http://www.ufcstats.com/fighter-details/c730a0be691dc081,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",4.4,48%,6.74,45%,0.91,45%,65%,0.4,"Gooden, Jared",sr:competitor:737689,welterweight(156-170)
Nick Piccininni,7-1-0,http://www.ufcstats.com/fighter-details/a5cb1c29461853ca,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 16, 1996",3.2,43%,6.03,42%,8.0,44%,100%,0.0,"Piccininni, Nick",sr:competitor:1177531,flyweight(116-125)
Tresean Gore,6-3-0,http://www.ufcstats.com/fighter-details/147e70aa6cc48cfc,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994",2.77,46%,8.16,39%,2.62,75%,83%,1.3,"Gore, Tresean",sr:competitor:864491,middleweight(171-185)
Joaquin Buckley,21-6-0,http://www.ufcstats.com/fighter-details/b9437600497350f3,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",4.22,37%,3.13,59%,1.78,45%,73%,0.1,"Buckley, Joaquin",sr:competitor:430935,middleweight(171-185)
Wellington Turman,18-8-0,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",3.23,51%,4.17,45%,1.55,20%,42%,0.8,"Turman, Wellington",sr:competitor:597200,middleweight(171-185)
Cortney Casey,10-10-0,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",4.29,39%,4.0,55%,0.39,31%,39%,0.5,"Casey, Cortney",sr:competitor:269751,flyweight(116-125)
Ariane Carnelossi,15-3-0,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992",2.87,39%,4.74,45%,1.37,55%,14%,0.3,"Carnelossi, Ariane",sr:competitor:604354,strawweight(106-115)
Junior Tafa,6-3-0,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4,"6' 3""",240 lbs.,"75""",Orthodox,"Sep 21, 1996",3.36,49%,2.84,51%,0.0,0%,77%,0.0,"Tafa, Junior",sr:competitor:966791,heavyweight(206-265)
Beneil Dariush,22-6-1,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.78,48%,2.65,57%,1.9,34%,80%,0.9,"Dariush, Beneil",sr:competitor:250863,lightweight(146-155)
Yuneisy Duben,6-1-0 (1 NC),http://www.ufcstats.com/fighter-details/c3d2b9bcb4cead6b,"5' 4""",125 lbs.,"65""",Orthodox,"Jul 08, 1996",13.53,48%,10.75,53%,0.0,0%,0%,0.0,"Duben, Yuneisy",sr:competitor:1172465,flyweight(116-125)
